;empty_slots;extra;free_bikes;id;latitude;longitude;name;timestamp
0;12;{'uid': '017'};15;9d57ab84bdcde15d64a1664c01ea8fb9;60.173099;24.949636;Varsapuistikko;2018-10-01T06:59:12.157000Z
1;15;{'uid': '039'};11;df83a13673a5c3139cab51286bc13003;60.182578;24.926764;Ooppera;2018-10-01T06:59:12.212000Z
2;12;{'uid': '128'};1;688c4566b4403571801f4268df799fd4;60.1920576;24.9642238;Päijänteentie;2018-10-01T06:59:12.142000Z
3;3;{'uid': '715'};10;37c5312fc86cf5a6286be9eacc3ac8c7;60.216222;24.821932;Komentajankatu;2018-10-01T06:59:12.235000Z
4;12;{'uid': '069'};2;cb6a7f2323230164c254c5c909d80ecb;60.1656962;24.9314323;Kalevankatu;2018-10-01T06:59:12.288000Z
5;10;{'uid': '587'};2;d8d1594239323944e2a30ef2493d8d85;60.162477;24.767831;Hauenkallio;2018-10-01T06:59:12.372000Z
6;30;{'uid': '026'};2;cfa241b3c8fe3a3384d61ee20ff315dc;60.168644;24.930435;Kampin metroasema;2018-10-01T06:59:12.172000Z
7;10;{'uid': '146'};6;0b47370a4249132f08f9226065237576;60.2172043;24.9544112;Pohjolanaukio;2018-10-01T06:59:12.171000Z
8;9;{'uid': '084'};3;241bdd9f5c08b30dbb6446469bfabd8d;60.19163756;24.90078593;Mäntytie;2018-10-01T06:59:12.324000Z
9;29;{'uid': '521'};0;e02233eb497bb93e13bc029eeb6fb547;60.177588;24.803942;Kulttuuriaukio;2018-10-01T06:59:12.330000Z
10;15;{'uid': '101'};13;6ee3e23da86fc75c6f11a707fb805747;60.2059946;24.8798291;Munkkivuoren ostoskeskus;2018-10-01T06:59:12.370000Z
11;9;{'uid': '004'};5;e7d6364475a29671947f060bdedaef92;60.160944;24.941859;Viiskulma;2018-10-01T06:59:12.137000Z
12;4;{'uid': '006'};19;ca527b35a8907cb96e8fb3275c43258b;60.162287;24.929542;Hietalahdentori;2018-10-01T06:59:12.140000Z
13;1;{'uid': '013'};13;033080b28b100f742e361f30e553085e;60.167891;24.975561;Merisotilaantori;2018-10-01T06:59:12.151000Z
14;8;{'uid': '015'};4;6fc5132955e07b845f6a2e62470292bd;60.171025;24.955571;Ritarikatu;2018-10-01T06:59:12.154000Z
